Suburb,Suburb Latitude,Suburb Longitude,Venue Category
CENTENNIAL PARK,-33.895705,151.227236,Comedy Club
CENTENNIAL PARK,-33.895705,151.227236,Gym
CENTENNIAL PARK,-33.895705,151.227236,Pastry Shop
CENTENNIAL PARK,-33.895705,151.227236,Food Truck
CENTENNIAL PARK,-33.895705,151.227236,Bowling Alley
CENTENNIAL PARK,-33.895705,151.227236,Event Space
CENTENNIAL PARK,-33.895705,151.227236,Theater
CENTENNIAL PARK,-33.895705,151.227236,Movie Theater
CENTENNIAL PARK,-33.895705,151.227236,Farmers Market
CENTENNIAL PARK,-33.895705,151.227236,Movie Theater
CENTENNIAL PARK,-33.895705,151.227236,German Restaurant
CENTENNIAL PARK,-33.895705,151.227236,Sandwich Place
CENTENNIAL PARK,-33.895705,151.227236,Bar
CENTENNIAL PARK,-33.895705,151.227236,General Entertainment
CENTENNIAL PARK,-33.895705,151.227236,Fried Chicken Joint
CENTENNIAL PARK,-33.895705,151.227236,Shopping Mall
CENTENNIAL PARK,-33.895705,151.227236,Event Space
CENTENNIAL PARK,-33.895705,151.227236,Multiplex
CENTENNIAL PARK,-33.895705,151.227236,Food Truck
CENTENNIAL PARK,-33.895705,151.227236,Field
CENTENNIAL PARK,-33.895705,151.227236,Circus
CENTENNIAL PARK,-33.895705,151.227236,Cricket Ground
CENTENNIAL PARK,-33.895705,151.227236,Basketball Court
CENTENNIAL PARK,-33.895705,151.227236,Café
BONDI JUNCTION,-33.896401000000004,151.245049,Chinese Restaurant
BONDI JUNCTION,-33.896401000000004,151.245049,Department Store
BONDI JUNCTION,-33.896401000000004,151.245049,Supermarket
BONDI JUNCTION,-33.896401000000004,151.245049,Deli / Bodega
BONDI JUNCTION,-33.896401000000004,151.245049,Park
BONDI JUNCTION,-33.896401000000004,151.245049,Playground
BELLEVUE HILL,-33.884685,151.25591,Park
BELLEVUE HILL,-33.884685,151.25591,Pizza Place
BELLEVUE HILL,-33.884685,151.25591,Café
BELLEVUE HILL,-33.884685,151.25591,Park
BELLEVUE HILL,-33.884685,151.25591,Italian Restaurant
BELLEVUE HILL,-33.884685,151.25591,Grocery Store
BELLEVUE HILL,-33.884685,151.25591,Café
BELLEVUE HILL,-33.884685,151.25591,Sports Club
BRONTE,-33.904414,151.259392,Restaurant
BRONTE,-33.904414,151.259392,Café
BRONTE,-33.904414,151.259392,Breakfast Spot
BRONTE,-33.904414,151.259392,Bakery
BRONTE,-33.904414,151.259392,Vietnamese Restaurant
BRONTE,-33.904414,151.259392,Belgian Restaurant
BRONTE,-33.904414,151.259392,Juice Bar
BRONTE,-33.904414,151.259392,Bowling Alley
BRONTE,-33.904414,151.259392,Wine Shop
BRONTE,-33.904414,151.259392,Café
WOOLLAHRA,-33.888709999999996,151.240508,Australian Restaurant
WOOLLAHRA,-33.888709999999996,151.240508,Fried Chicken Joint
WOOLLAHRA,-33.888709999999996,151.240508,Italian Restaurant
WOOLLAHRA,-33.888709999999996,151.240508,Bakery
WOOLLAHRA,-33.888709999999996,151.240508,Café
WOOLLAHRA,-33.888709999999996,151.240508,Performing Arts Venue
WOOLLAHRA,-33.888709999999996,151.240508,Gastropub
WOOLLAHRA,-33.888709999999996,151.240508,Pub
WOOLLAHRA,-33.888709999999996,151.240508,French Restaurant
WOOLLAHRA,-33.888709999999996,151.240508,Pizza Place
WOOLLAHRA,-33.888709999999996,151.240508,Italian Restaurant
WOOLLAHRA,-33.888709999999996,151.240508,Pub
WOOLLAHRA,-33.888709999999996,151.240508,Café
WOOLLAHRA,-33.888709999999996,151.240508,Café
WOOLLAHRA,-33.888709999999996,151.240508,Pizza Place
WOOLLAHRA,-33.888709999999996,151.240508,Café
WOOLLAHRA,-33.888709999999996,151.240508,Cheese Shop
WOOLLAHRA,-33.888709999999996,151.240508,Pub
WOOLLAHRA,-33.888709999999996,151.240508,Deli / Bodega
WOOLLAHRA,-33.888709999999996,151.240508,Market
BONDI,-33.891040999999994,151.268968,Bakery
BONDI,-33.891040999999994,151.268968,Thai Restaurant
BONDI,-33.891040999999994,151.268968,Italian Restaurant
BONDI,-33.891040999999994,151.268968,Ice Cream Shop
BONDI,-33.891040999999994,151.268968,Restaurant
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Vegetarian / Vegan Restaurant
BONDI,-33.891040999999994,151.268968,Fruit & Vegetable Store
BONDI,-33.891040999999994,151.268968,Middle Eastern Restaurant
BONDI,-33.891040999999994,151.268968,Australian Restaurant
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Australian Restaurant
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Italian Restaurant
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Resort
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Burger Joint
BONDI,-33.891040999999994,151.268968,Italian Restaurant
BONDI,-33.891040999999994,151.268968,Beach Bar
BONDI,-33.891040999999994,151.268968,Skate Park
BONDI,-33.891040999999994,151.268968,Australian Restaurant
BONDI,-33.891040999999994,151.268968,Pizza Place
BONDI,-33.891040999999994,151.268968,American Restaurant
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Bar
BONDI,-33.891040999999994,151.268968,Diner
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Seafood Restaurant
BONDI,-33.891040999999994,151.268968,Park
BONDI,-33.891040999999994,151.268968,Wine Bar
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Pizza Place
BONDI,-33.891040999999994,151.268968,Mexican Restaurant
BONDI,-33.891040999999994,151.268968,Italian Restaurant
BONDI,-33.891040999999994,151.268968,Wine Bar
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Japanese Restaurant
BONDI,-33.891040999999994,151.268968,Pizza Place
BONDI,-33.891040999999994,151.268968,Thai Restaurant
BONDI,-33.891040999999994,151.268968,Lounge
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Latin American Restaurant
BONDI,-33.891040999999994,151.268968,Seafood Restaurant
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Bar
BONDI,-33.891040999999994,151.268968,Ice Cream Shop
BONDI,-33.891040999999994,151.268968,Bar
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Vegetarian / Vegan Restaurant
BONDI,-33.891040999999994,151.268968,Brazilian Restaurant
BONDI,-33.891040999999994,151.268968,Burger Joint
BONDI,-33.891040999999994,151.268968,Farmers Market
BONDI,-33.891040999999994,151.268968,Szechuan Restaurant
BONDI,-33.891040999999994,151.268968,Hotel
BONDI,-33.891040999999994,151.268968,Indian Restaurant
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Bar
BONDI,-33.891040999999994,151.268968,Pub
BONDI,-33.891040999999994,151.268968,Middle Eastern Restaurant
BONDI,-33.891040999999994,151.268968,Japanese Restaurant
BONDI,-33.891040999999994,151.268968,Australian Restaurant
BONDI,-33.891040999999994,151.268968,Juice Bar
BONDI,-33.891040999999994,151.268968,Italian Restaurant
BONDI,-33.891040999999994,151.268968,Grocery Store
BONDI,-33.891040999999994,151.268968,Fish & Chips Shop
BONDI,-33.891040999999994,151.268968,Portuguese Restaurant
BONDI,-33.891040999999994,151.268968,Italian Restaurant
BONDI,-33.891040999999994,151.268968,Hostel
BONDI,-33.891040999999994,151.268968,Hotel
BONDI,-33.891040999999994,151.268968,Café
BONDI,-33.891040999999994,151.268968,Tennis Court
BONDI,-33.891040999999994,151.268968,Thai Restaurant
BONDI,-33.891040999999994,151.268968,Health Food Store
BONDI,-33.891040999999994,151.268968,Bakery
BONDI,-33.891040999999994,151.268968,Park
BONDI,-33.891040999999994,151.268968,Juice Bar
DARLING POINT,-33.868972,151.250494,Beach
DARLING POINT,-33.868972,151.250494,Beach
DARLING POINT,-33.868972,151.250494,Harbor / Marina
DARLING POINT,-33.868972,151.250494,Beach
DARLING POINT,-33.868972,151.250494,Coffee Shop
DARLING POINT,-33.868972,151.250494,Seafood Restaurant
DARLING POINT,-33.868972,151.250494,Harbor / Marina
DARLING POINT,-33.868972,151.250494,Café
DARLING POINT,-33.868972,151.250494,Café
DARLING POINT,-33.868972,151.250494,Garden
DARLING POINT,-33.868972,151.250494,Harbor / Marina
DOUBLE BAY,-33.878413,151.240965,Malay Restaurant
DOUBLE BAY,-33.878413,151.240965,Italian Restaurant
DOUBLE BAY,-33.878413,151.240965,Bakery
DOUBLE BAY,-33.878413,151.240965,Café
DOUBLE BAY,-33.878413,151.240965,Café
DOUBLE BAY,-33.878413,151.240965,Eastern European Restaurant
DOUBLE BAY,-33.878413,151.240965,Brazilian Restaurant
DOUBLE BAY,-33.878413,151.240965,Hotel
DOUBLE BAY,-33.878413,151.240965,Park
DOUBLE BAY,-33.878413,151.240965,Supermarket
DOUBLE BAY,-33.878413,151.240965,Ice Cream Shop
DOUBLE BAY,-33.878413,151.240965,Café
DOUBLE BAY,-33.878413,151.240965,Bar
DOUBLE BAY,-33.878413,151.240965,Liquor Store
DOUBLE BAY,-33.878413,151.240965,Pub
DOUBLE BAY,-33.878413,151.240965,Cocktail Bar
DOUBLE BAY,-33.878413,151.240965,Japanese Restaurant
DOUBLE BAY,-33.878413,151.240965,Supermarket
DOUBLE BAY,-33.878413,151.240965,Thai Restaurant
DOUBLE BAY,-33.878413,151.240965,Café
DOUBLE BAY,-33.878413,151.240965,Café
DOUBLE BAY,-33.878413,151.240965,Café
DOUBLE BAY,-33.878413,151.240965,Restaurant
DOUBLE BAY,-33.878413,151.240965,Fried Chicken Joint
DOUBLE BAY,-33.878413,151.240965,Japanese Restaurant
DOUBLE BAY,-33.878413,151.240965,Train Station
DOUBLE BAY,-33.878413,151.240965,Café
DOUBLE BAY,-33.878413,151.240965,Supermarket
DOUBLE BAY,-33.878413,151.240965,Gym
DOUBLE BAY,-33.878413,151.240965,Health & Beauty Service
ROSE BAY,-33.875709,151.266989,Golf Course
ROSE BAY,-33.875709,151.266989,Pharmacy
ROSE BAY,-33.875709,151.266989,Basketball Court
ROSE BAY,-33.875709,151.266989,Golf Course
ROSE BAY,-33.875709,151.266989,Café
ROSE BAY,-33.875709,151.266989,Café
DOVER HEIGHTS,-33.858378,151.275977,Beach
DOVER HEIGHTS,-33.858378,151.275977,Sushi Restaurant
DOVER HEIGHTS,-33.858378,151.275977,History Museum
DOVER HEIGHTS,-33.858378,151.275977,Café
DOVER HEIGHTS,-33.858378,151.275977,Scenic Lookout
DOVER HEIGHTS,-33.858378,151.275977,Shopping Mall
DOVER HEIGHTS,-33.858378,151.275977,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Gastropub
CLOVELLY,-33.914832000000004,151.23916699999998,Thai Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Gym
CLOVELLY,-33.914832000000004,151.23916699999998,Gym
CLOVELLY,-33.914832000000004,151.23916699999998,Lebanese Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Thai Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Thai Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Thai Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Bakery
CLOVELLY,-33.914832000000004,151.23916699999998,Indonesian Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Juice Bar
CLOVELLY,-33.914832000000004,151.23916699999998,Pub
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Coffee Shop
CLOVELLY,-33.914832000000004,151.23916699999998,Sandwich Place
CLOVELLY,-33.914832000000004,151.23916699999998,Supermarket
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Grocery Store
CLOVELLY,-33.914832000000004,151.23916699999998,Mexican Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Supermarket
CLOVELLY,-33.914832000000004,151.23916699999998,Noodle House
CLOVELLY,-33.914832000000004,151.23916699999998,Pub
CLOVELLY,-33.914832000000004,151.23916699999998,Shopping Mall
CLOVELLY,-33.914832000000004,151.23916699999998,Moroccan Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Fast Food Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Fast Food Restaurant
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Café
CLOVELLY,-33.914832000000004,151.23916699999998,Malay Restaurant
DACEYVILLE,-33.930314,151.223936,Athletics & Sports
DACEYVILLE,-33.930314,151.223936,Park
DACEYVILLE,-33.930314,151.223936,Moving Target
KENSINGTON,-33.911390000000004,151.218435,Indonesian Restaurant
KENSINGTON,-33.911390000000004,151.218435,Chinese Restaurant
KENSINGTON,-33.911390000000004,151.218435,Pizza Place
KENSINGTON,-33.911390000000004,151.218435,Malay Restaurant
KENSINGTON,-33.911390000000004,151.218435,Indonesian Restaurant
KENSINGTON,-33.911390000000004,151.218435,Café
KENSINGTON,-33.911390000000004,151.218435,Bus Line
KENSINGTON,-33.911390000000004,151.218435,Liquor Store
KENSINGTON,-33.911390000000004,151.218435,Scenic Lookout
KENSINGTON,-33.911390000000004,151.218435,Cosmetics Shop
COOGEE,-33.929096,151.252171,Bakery
COOGEE,-33.929096,151.252171,Park
COOGEE,-33.929096,151.252171,Playground
COOGEE,-33.929096,151.252171,Bus Station
MAROUBRA,-33.945634999999996,151.241292,Sushi Restaurant
MAROUBRA,-33.945634999999996,151.241292,Pharmacy
MAROUBRA,-33.945634999999996,151.241292,Burger Joint
MAROUBRA,-33.945634999999996,151.241292,Gym
MAROUBRA,-33.945634999999996,151.241292,Pizza Place
MAROUBRA,-33.945634999999996,151.241292,Convenience Store
MAROUBRA,-33.945634999999996,151.241292,Fast Food Restaurant
CHIFLEY,-33.969623999999996,151.237844,Playground
CHIFLEY,-33.969623999999996,151.237844,Restaurant
CHIFLEY,-33.969623999999996,151.237844,Art Gallery
FOREST LODGE,-33.880179,151.184458,Bakery
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Bar
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Bakery
FOREST LODGE,-33.880179,151.184458,Seafood Restaurant
FOREST LODGE,-33.880179,151.184458,Japanese Restaurant
FOREST LODGE,-33.880179,151.184458,Thai Restaurant
FOREST LODGE,-33.880179,151.184458,Farmers Market
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Pub
FOREST LODGE,-33.880179,151.184458,Pizza Place
FOREST LODGE,-33.880179,151.184458,Indian Restaurant
FOREST LODGE,-33.880179,151.184458,Italian Restaurant
FOREST LODGE,-33.880179,151.184458,Thai Restaurant
FOREST LODGE,-33.880179,151.184458,Eastern European Restaurant
FOREST LODGE,-33.880179,151.184458,Eastern European Restaurant
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Park
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Indian Restaurant
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Pub
FOREST LODGE,-33.880179,151.184458,Pub
FOREST LODGE,-33.880179,151.184458,Beer Garden
FOREST LODGE,-33.880179,151.184458,Vietnamese Restaurant
FOREST LODGE,-33.880179,151.184458,Pizza Place
FOREST LODGE,-33.880179,151.184458,Breakfast Spot
FOREST LODGE,-33.880179,151.184458,Japanese Restaurant
FOREST LODGE,-33.880179,151.184458,Pub
FOREST LODGE,-33.880179,151.184458,Coffee Shop
FOREST LODGE,-33.880179,151.184458,Pizza Place
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Grocery Store
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Café
FOREST LODGE,-33.880179,151.184458,Farmers Market
FOREST LODGE,-33.880179,151.184458,Pub
FOREST LODGE,-33.880179,151.184458,Light Rail Station
FOREST LODGE,-33.880179,151.184458,Café
ANNANDALE,-33.881624,151.170165,Fish & Chips Shop
ANNANDALE,-33.881624,151.170165,Café
ANNANDALE,-33.881624,151.170165,Café
ANNANDALE,-33.881624,151.170165,Café
ANNANDALE,-33.881624,151.170165,Australian Restaurant
ANNANDALE,-33.881624,151.170165,Liquor Store
ANNANDALE,-33.881624,151.170165,Grocery Store
ANNANDALE,-33.881624,151.170165,Snack Place
ANNANDALE,-33.881624,151.170165,Pizza Place
ANNANDALE,-33.881624,151.170165,Grocery Store
ANNANDALE,-33.881624,151.170165,Asian Restaurant
ANNANDALE,-33.881624,151.170165,Garden Center
ANNANDALE,-33.881624,151.170165,Café
ANNANDALE,-33.881624,151.170165,Italian Restaurant
ANNANDALE,-33.881624,151.170165,Café
ANNANDALE,-33.881624,151.170165,Café
ANNANDALE,-33.881624,151.170165,Café
ANNANDALE,-33.881624,151.170165,Bar
ANNANDALE,-33.881624,151.170165,Fried Chicken Joint
ANNANDALE,-33.881624,151.170165,Bakery
ANNANDALE,-33.881624,151.170165,Pub
ANNANDALE,-33.881624,151.170165,Playground
ROZELLE,-33.867187,151.17191499999998,Bakery
ROZELLE,-33.867187,151.17191499999998,Pub
ROZELLE,-33.867187,151.17191499999998,Ice Cream Shop
ROZELLE,-33.867187,151.17191499999998,Café
ROZELLE,-33.867187,151.17191499999998,Indian Restaurant
ROZELLE,-33.867187,151.17191499999998,Pub
ROZELLE,-33.867187,151.17191499999998,Gym
ROZELLE,-33.867187,151.17191499999998,Bakery
ROZELLE,-33.867187,151.17191499999998,Food & Drink Shop
ROZELLE,-33.867187,151.17191499999998,Café
ROZELLE,-33.867187,151.17191499999998,Pizza Place
ROZELLE,-33.867187,151.17191499999998,Flea Market
ROZELLE,-33.867187,151.17191499999998,Café
ROZELLE,-33.867187,151.17191499999998,Vegetarian / Vegan Restaurant
ROZELLE,-33.867187,151.17191499999998,Vegetarian / Vegan Restaurant
ROZELLE,-33.867187,151.17191499999998,Café
ROZELLE,-33.867187,151.17191499999998,Pizza Place
ROZELLE,-33.867187,151.17191499999998,Soccer Field
ROZELLE,-33.867187,151.17191499999998,Bus Station
ROZELLE,-33.867187,151.17191499999998,Bus Station
ROZELLE,-33.867187,151.17191499999998,Hotel Bar
ROZELLE,-33.867187,151.17191499999998,Electronics Store
ROZELLE,-33.867187,151.17191499999998,Café
ROZELLE,-33.867187,151.17191499999998,Café
LEICHHARDT,-33.878774,151.15681899999998,Park
LEICHHARDT,-33.878774,151.15681899999998,Italian Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Italian Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Café
LEICHHARDT,-33.878774,151.15681899999998,Café
LEICHHARDT,-33.878774,151.15681899999998,Bakery
LEICHHARDT,-33.878774,151.15681899999998,Café
LEICHHARDT,-33.878774,151.15681899999998,Japanese Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Pub
LEICHHARDT,-33.878774,151.15681899999998,Liquor Store
LEICHHARDT,-33.878774,151.15681899999998,Café
LEICHHARDT,-33.878774,151.15681899999998,Italian Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Café
LEICHHARDT,-33.878774,151.15681899999998,Italian Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Pub
LEICHHARDT,-33.878774,151.15681899999998,Italian Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Italian Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Liquor Store
LEICHHARDT,-33.878774,151.15681899999998,Café
LEICHHARDT,-33.878774,151.15681899999998,Thai Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Japanese Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Italian Restaurant
LEICHHARDT,-33.878774,151.15681899999998,Grocery Store
LEICHHARDT,-33.878774,151.15681899999998,Pharmacy
LEICHHARDT,-33.878774,151.15681899999998,Pizza Place
LEICHHARDT,-33.878774,151.15681899999998,History Museum
LEICHHARDT,-33.878774,151.15681899999998,Light Rail Station
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Indian Restaurant
BALMAIN,-33.858556,151.180095,Tapas Restaurant
BALMAIN,-33.858556,151.180095,Park
BALMAIN,-33.858556,151.180095,Asian Restaurant
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Beer Garden
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Italian Restaurant
BALMAIN,-33.858556,151.180095,Middle Eastern Restaurant
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Bar
BALMAIN,-33.858556,151.180095,Latin American Restaurant
BALMAIN,-33.858556,151.180095,Italian Restaurant
BALMAIN,-33.858556,151.180095,Pizza Place
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Indian Restaurant
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Bar
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Pub
BALMAIN,-33.858556,151.180095,Bar
BALMAIN,-33.858556,151.180095,Pub
BALMAIN,-33.858556,151.180095,Korean Restaurant
BALMAIN,-33.858556,151.180095,Sushi Restaurant
BALMAIN,-33.858556,151.180095,Breakfast Spot
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Turkish Restaurant
BALMAIN,-33.858556,151.180095,Dessert Shop
BALMAIN,-33.858556,151.180095,Playground
BALMAIN,-33.858556,151.180095,Pub
BALMAIN,-33.858556,151.180095,Frozen Yogurt Shop
BALMAIN,-33.858556,151.180095,Vietnamese Restaurant
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Sushi Restaurant
BALMAIN,-33.858556,151.180095,Pizza Place
BALMAIN,-33.858556,151.180095,Pub
BALMAIN,-33.858556,151.180095,Café
BALMAIN,-33.858556,151.180095,Pub
BALMAIN,-33.858556,151.180095,Seafood Restaurant
BALMAIN,-33.858556,151.180095,Bus Station
BALMAIN,-33.858556,151.180095,Gym
BALMAIN,-33.858556,151.180095,Café
ENMORE,-33.900649,151.175354,Restaurant
ENMORE,-33.900649,151.175354,Bakery
ENMORE,-33.900649,151.175354,Ice Cream Shop
ENMORE,-33.900649,151.175354,Bar
ENMORE,-33.900649,151.175354,Wine Shop
ENMORE,-33.900649,151.175354,Israeli Restaurant
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Wine Bar
ENMORE,-33.900649,151.175354,Vegetarian / Vegan Restaurant
ENMORE,-33.900649,151.175354,Concert Hall
ENMORE,-33.900649,151.175354,Brewery
ENMORE,-33.900649,151.175354,Australian Restaurant
ENMORE,-33.900649,151.175354,Greek Restaurant
ENMORE,-33.900649,151.175354,Egyptian Restaurant
ENMORE,-33.900649,151.175354,Mini Golf
ENMORE,-33.900649,151.175354,Pizza Place
ENMORE,-33.900649,151.175354,Australian Restaurant
ENMORE,-33.900649,151.175354,Pizza Place
ENMORE,-33.900649,151.175354,Ice Cream Shop
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Yoga Studio
ENMORE,-33.900649,151.175354,Cantonese Restaurant
ENMORE,-33.900649,151.175354,Bar
ENMORE,-33.900649,151.175354,Hotel
ENMORE,-33.900649,151.175354,Italian Restaurant
ENMORE,-33.900649,151.175354,Cocktail Bar
ENMORE,-33.900649,151.175354,Coffee Shop
ENMORE,-33.900649,151.175354,Pizza Place
ENMORE,-33.900649,151.175354,Grocery Store
ENMORE,-33.900649,151.175354,Pakistani Restaurant
ENMORE,-33.900649,151.175354,Dumpling Restaurant
ENMORE,-33.900649,151.175354,Diner
ENMORE,-33.900649,151.175354,Vietnamese Restaurant
ENMORE,-33.900649,151.175354,Tiki Bar
ENMORE,-33.900649,151.175354,Vegetarian / Vegan Restaurant
ENMORE,-33.900649,151.175354,Bakery
ENMORE,-33.900649,151.175354,Vietnamese Restaurant
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Bakery
ENMORE,-33.900649,151.175354,Italian Restaurant
ENMORE,-33.900649,151.175354,Turkish Restaurant
ENMORE,-33.900649,151.175354,Cocktail Bar
ENMORE,-33.900649,151.175354,Cocktail Bar
ENMORE,-33.900649,151.175354,Clothing Store
ENMORE,-33.900649,151.175354,Restaurant
ENMORE,-33.900649,151.175354,Gym
ENMORE,-33.900649,151.175354,Souvlaki Shop
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Turkish Restaurant
ENMORE,-33.900649,151.175354,Pub
ENMORE,-33.900649,151.175354,Garden Center
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Theater
ENMORE,-33.900649,151.175354,Italian Restaurant
ENMORE,-33.900649,151.175354,Eastern European Restaurant
ENMORE,-33.900649,151.175354,Steakhouse
ENMORE,-33.900649,151.175354,Trade School
ENMORE,-33.900649,151.175354,Vegetarian / Vegan Restaurant
ENMORE,-33.900649,151.175354,Portuguese Restaurant
ENMORE,-33.900649,151.175354,Pakistani Restaurant
ENMORE,-33.900649,151.175354,Record Shop
ENMORE,-33.900649,151.175354,Japanese Restaurant
ENMORE,-33.900649,151.175354,Turkish Restaurant
ENMORE,-33.900649,151.175354,Greek Restaurant
ENMORE,-33.900649,151.175354,Bar
ENMORE,-33.900649,151.175354,Pub
ENMORE,-33.900649,151.175354,Vietnamese Restaurant
ENMORE,-33.900649,151.175354,Farmers Market
ENMORE,-33.900649,151.175354,Bar
ENMORE,-33.900649,151.175354,Middle Eastern Restaurant
ENMORE,-33.900649,151.175354,Turkish Restaurant
ENMORE,-33.900649,151.175354,Pub
ENMORE,-33.900649,151.175354,Mexican Restaurant
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Wine Bar
ENMORE,-33.900649,151.175354,Turkish Restaurant
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Supermarket
ENMORE,-33.900649,151.175354,Greek Restaurant
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Lebanese Restaurant
ENMORE,-33.900649,151.175354,Grocery Store
ENMORE,-33.900649,151.175354,African Restaurant
ENMORE,-33.900649,151.175354,Pub
ENMORE,-33.900649,151.175354,Thai Restaurant
ENMORE,-33.900649,151.175354,Supermarket
ENMORE,-33.900649,151.175354,Japanese Restaurant
ENMORE,-33.900649,151.175354,Pub
ENMORE,-33.900649,151.175354,Pizza Place
ENMORE,-33.900649,151.175354,Bar
ENMORE,-33.900649,151.175354,Supermarket
ENMORE,-33.900649,151.175354,Burger Joint
ENMORE,-33.900649,151.175354,Café
ENMORE,-33.900649,151.175354,Pharmacy
ENMORE,-33.900649,151.175354,Dessert Shop
ENMORE,-33.900649,151.175354,Thrift / Vintage Store
ERSKINEVILLE,-33.903521000000005,151.184665,Bar
ERSKINEVILLE,-33.903521000000005,151.184665,Pub
